config,model,query_id,P@10,R@10,F1@10,AP,RR,NDCG@10,num_relevant
none,BM25,100,0.300000,0.333333,0.315789,0.289027,1.000000,0.502767,9.000000
none,BM25,101,0.500000,0.833333,0.625000,0.706667,1.000000,0.787997,6.000000
none,BM25,102,0.100000,0.250000,0.142857,0.323096,1.000000,0.140534,4.000000
none,BM25,103,0.000000,0.000000,0.000000,0.032453,0.062500,0.000000,2.000000
none,BM25,104,0.200000,0.400000,0.266667,0.126910,0.200000,0.244258,5.000000
none,BM25,105,0.200000,0.400000,0.266667,0.394695,1.000000,0.707291,5.000000
none,BM25,106,0.300000,0.600000,0.400000,0.231548,0.250000,0.350085,5.000000
none,BM25,107,0.200000,0.285714,0.235294,0.253915,0.500000,0.321657,7.000000
none,BM25,108,0.600000,0.857143,0.705882,0.828571,1.000000,0.732915,7.000000
none,BM25,109,0.000000,0.000000,0.000000,0.029918,0.052632,0.000000,5.000000
none,BM25,110,0.000000,0.000000,0.000000,0.015548,0.011628,0.000000,4.000000
none,BM25,111,0.200000,0.285714,0.235294,0.221256,0.250000,0.126177,7.000000
none,BM25,112,0.100000,0.500000,0.166667,0.316667,0.500000,0.173765,2.000000
none,BM25,113,0.200000,0.500000,0.285714,0.344281,1.000000,0.520507,4.000000
none,BM25,114,0.000000,0.000000,0.000000,0.041837,0.083333,0.000000,4.000000
none,BM25,115,0.000000,0.000000,0.000000,0.042596,0.032258,0.000000,4.000000
none,BM25,116,0.100000,0.200000,0.133333,0.066312,0.250000,0.064371,5.000000
none,BM25,117,0.000000,0.000000,0.000000,0.033472,0.024390,0.000000,2.000000
none,BM25,118,0.200000,0.666667,0.307692,0.678571,1.000000,0.713621,3.000000
none,BM25,119,0.100000,1.000000,0.181818,1.000000,1.000000,1.000000,1.000000
none,BM25,120,0.500000,0.555556,0.526316,0.436821,0.500000,0.553782,9.000000
none,BM25,121,0.400000,0.571429,0.470588,0.502178,0.500000,0.496721,7.000000
none,BM25,122,0.100000,0.111111,0.105263,0.142618,0.166667,0.016874,9.000000
none,BM25,123,0.000000,0.000000,0.000000,0.031002,0.025641,0.000000,2.000000
none,BM25,124,0.000000,0.000000,0.000000,0.003616,0.005051,0.000000,4.000000
none,BM25,125,0.300000,0.176471,0.222222,0.266651,1.000000,0.410242,17.000000
none,BM25,126,0.200000,0.250000,0.222222,0.222373,1.000000,0.571145,8.000000
none,BM25,127,0.100000,0.200000,0.133333,0.146914,0.500000,0.137817,5.000000
none,BM25,128,0.000000,0.000000,0.000000,0.018918,0.025641,0.000000,2.000000
none,BM25,129,0.400000,0.571429,0.470588,0.431746,0.500000,0.543526,7.000000
none,BM25,130,0.400000,0.800000,0.533333,0.554705,1.000000,0.634809,5.000000
none,BM25,131,0.400000,0.500000,0.444444,0.240474,0.250000,0.295733,8.000000
none,BM25,132,0.700000,0.466667,0.560000,0.565808,0.333333,0.279516,15.000000
none,BM25,133,0.100000,0.142857,0.117647,0.246981,0.200000,0.229496,7.000000
none,BM25,134,0.100000,0.500000,0.166667,0.133333,0.166667,0.120167,2.000000
none,BM25,135,0.400000,0.500000,0.444444,0.502507,1.000000,0.114355,8.000000
none,BM25,136,0.100000,0.333333,0.153846,0.412458,1.000000,0.929891,3.000000
none,BM25,137,0.200000,0.500000,0.285714,0.188358,0.250000,0.209895,4.000000
none,BM25,138,0.100000,0.500000,0.166667,0.131667,0.250000,0.264068,2.000000
none,BM25,139,0.000000,0.000000,0.000000,0.004743,0.003135,0.000000,4.000000
none,BM25,140,0.100000,0.166667,0.125000,0.109844,0.500000,0.298343,6.000000
none,BM25,141,0.200000,0.333333,0.250000,0.303352,1.000000,0.542484,6.000000
none,BM25,142,0.000000,0.000000,0.000000,0.001344,0.001344,0.000000,1.000000
none,BM25,143,0.100000,0.500000,0.166667,0.571429,1.000000,0.613147,2.000000
none,BM25,144,0.500000,0.833333,0.625000,0.562761,0.500000,0.596767,6.000000
none,BM25,145,0.400000,0.571429,0.470588,0.409300,0.500000,0.567939,7.000000
none,BM25,146,0.200000,1.000000,0.333333,0.666667,1.000000,0.493886,2.000000
none,BM25,147,0.400000,0.400000,0.400000,0.261893,0.500000,0.423404,10.000000
none,BM25,148,0.200000,0.333333,0.250000,0.222307,0.500000,0.403046,6.000000
none,BM25,149,0.500000,0.454545,0.476190,0.354159,1.000000,0.511651,11.000000
none,BM25,150,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
none,BM25,151,0.000000,0.000000,0.000000,0.021251,0.025000,0.000000,5.000000
none,BM25,152,0.100000,0.166667,0.125000,0.031879,0.125000,0.223190,6.000000
none,BM25,153,0.300000,0.428571,0.352941,0.316946,0.500000,0.322269,7.000000
none,BM25,154,0.200000,1.000000,0.333333,0.625000,1.000000,0.585672,2.000000
none,BM25,155,0.200000,0.333333,0.250000,0.248823,1.000000,0.138631,6.000000
none,BM25,156,0.600000,0.428571,0.500000,0.488493,1.000000,0.328734,14.000000
none,BM25,157,0.600000,0.153846,0.244898,0.278792,0.500000,0.399307,39.000000
none,BM25,158,0.300000,0.375000,0.333333,0.276784,1.000000,0.602702,8.000000
none,BM25,159,0.100000,0.125000,0.111111,0.053806,0.250000,0.122319,8.000000
none,BM25,160,0.100000,0.200000,0.133333,0.053077,0.142857,0.138690,5.000000
none,BM25,161,0.300000,0.500000,0.375000,0.448942,1.000000,0.789438,6.000000
none,BM25,162,0.200000,0.250000,0.222222,0.252490,1.000000,0.204805,8.000000
none,BM25,163,0.200000,0.666667,0.307692,0.287393,0.333333,0.436747,3.000000
none,BM25,164,0.400000,0.500000,0.444444,0.437792,1.000000,0.666117,8.000000
none,BM25,165,0.200000,1.000000,0.333333,0.450000,0.500000,0.624051,2.000000
none,BM25,166,0.000000,0.000000,0.000000,0.028753,0.083333,0.000000,8.000000
none,BM25,167,0.200000,1.000000,0.333333,0.333333,0.333333,0.513744,2.000000
none,BM25,168,0.100000,0.500000,0.166667,0.072812,0.142857,0.204382,2.000000
none,BM25,169,0.200000,0.500000,0.285714,0.294475,0.500000,0.441492,4.000000
none,BM25,170,0.400000,0.666667,0.500000,0.565942,1.000000,0.676765,6.000000
none,BM25,171,0.300000,1.000000,0.461538,0.638889,0.500000,0.696790,3.000000
none,BM25,172,0.400000,1.000000,0.571429,0.804167,1.000000,0.884969,4.000000
none,BM25,173,0.200000,1.000000,0.333333,1.000000,1.000000,1.000000,2.000000
none,BM25,174,0.100000,0.200000,0.133333,0.046011,0.100000,0.122604,5.000000
none,BM25,175,0.100000,0.200000,0.133333,0.064071,0.250000,0.173569,5.000000
none,BM25,176,0.100000,0.142857,0.117647,0.066958,0.250000,0.157616,7.000000
none,BM25,177,0.300000,0.600000,0.400000,0.466032,0.500000,0.522389,5.000000
none,BM25,178,0.300000,0.750000,0.428571,0.325000,0.333333,0.491153,4.000000
none,BM25,179,0.200000,0.500000,0.285714,0.217963,0.333333,0.363318,4.000000
none,BM25,180,0.300000,0.428571,0.352941,0.341669,0.500000,0.300826,7.000000
none,BM25,181,0.200000,0.400000,0.266667,0.306656,1.000000,0.328628,5.000000
none,BM25,182,0.200000,1.000000,0.333333,0.500000,0.500000,0.636720,2.000000
none,BM25,183,0.500000,0.384615,0.434783,0.381644,1.000000,0.614962,13.000000
none,BM25,184,0.200000,0.285714,0.235294,0.144564,0.166667,0.133659,7.000000
none,BM25,185,0.600000,0.666667,0.631579,0.810969,1.000000,0.810368,9.000000
none,BM25,186,0.400000,0.250000,0.307692,0.170060,0.500000,0.371835,16.000000
none,BM25,187,0.100000,0.166667,0.125000,0.122612,0.500000,0.205703,6.000000
none,BM25,188,0.300000,0.272727,0.285714,0.275205,1.000000,0.464899,11.000000
none,BM25,189,0.200000,0.222222,0.210526,0.152116,0.500000,0.139849,9.000000
none,BM25,190,0.200000,0.400000,0.266667,0.366431,1.000000,0.311020,5.000000
none,BM25,191,0.300000,0.230769,0.260870,0.329225,0.250000,0.085960,13.000000
none,BM25,192,0.300000,0.750000,0.428571,0.270200,0.333333,0.463726,4.000000
none,BM25,193,0.700000,0.777778,0.736842,0.712853,1.000000,0.614533,9.000000
none,BM25,194,0.200000,0.333333,0.250000,0.314101,0.500000,0.236567,6.000000
none,BM25,195,0.100000,0.333333,0.153846,0.081123,0.166667,0.167160,3.000000
none,BM25,196,0.200000,0.166667,0.181818,0.082136,0.200000,0.145842,12.000000
none,BM25,197,0.200000,0.666667,0.307692,0.460317,0.500000,0.569290,3.000000
none,BM25,198,0.200000,0.500000,0.285714,0.383086,1.000000,0.490260,4.000000
none,BM25,199,0.000000,0.000000,0.000000,0.053908,0.062500,0.000000,8.000000
none,BM25,200,0.200000,0.666667,0.307692,0.266736,0.500000,0.452508,3.000000
none,BM25,201,0.500000,0.312500,0.384615,0.322826,1.000000,0.602169,16.000000
none,BM25,202,0.300000,0.214286,0.250000,0.147847,0.500000,0.064894,14.000000
none,BM25,203,0.400000,0.285714,0.333333,0.204688,0.500000,0.475650,14.000000
none,BM25,204,0.100000,0.071429,0.083333,0.044344,0.111111,0.130151,14.000000
none,BM25,205,0.000000,0.000000,0.000000,0.036550,0.055556,0.000000,2.000000
none,BM25,206,0.200000,0.666667,0.307692,0.391198,0.500000,0.612898,3.000000
none,BM25,207,0.100000,0.200000,0.133333,0.085608,0.142857,0.068515,5.000000
none,BM25,208,0.500000,0.833333,0.625000,0.572293,0.500000,0.700458,6.000000
none,BM25,209,0.300000,0.250000,0.272727,0.161566,0.500000,0.175870,12.000000
none,BM25,210,0.300000,0.500000,0.375000,0.363696,1.000000,0.558054,6.000000
none,BM25,211,0.100000,0.090909,0.095238,0.166892,0.500000,0.037192,11.000000
none,BM25,212,0.500000,0.357143,0.416667,0.511538,1.000000,0.446264,14.000000
none,BM25,213,0.600000,0.545455,0.571429,0.604683,1.000000,0.786814,11.000000
none,BM25,214,0.100000,0.250000,0.142857,0.151392,0.500000,0.246302,4.000000
none,BM25,215,0.000000,0.000000,0.000000,0.027390,0.031250,0.000000,2.000000
none,BM25,216,0.000000,0.000000,0.000000,0.001992,0.001992,0.000000,1.000000
none,BM25,217,0.300000,0.200000,0.240000,0.182610,0.500000,0.383856,15.000000
none,BM25,218,0.200000,0.133333,0.160000,0.198201,0.500000,0.265557,15.000000
none,BM25,219,0.000000,0.000000,0.000000,0.032662,0.027778,0.000000,18.000000
none,BM25,220,0.200000,0.105263,0.137931,0.183372,0.500000,0.118723,19.000000
none,BM25,221,0.300000,0.166667,0.214286,0.211902,1.000000,0.216302,18.000000
none,BM25,222,0.400000,0.444444,0.421053,0.363696,0.500000,0.477311,9.000000
none,BM25,223,0.200000,0.500000,0.285714,0.433333,1.000000,0.541400,4.000000
none,BM25,224,0.200000,0.250000,0.222222,0.182229,0.125000,0.108514,8.000000
none,BM25,225,0.300000,0.125000,0.176471,0.077843,0.500000,0.120007,24.000000
stop,VSM,1,0.500000,0.178571,0.263158,0.234273,1.000000,0.361995,28.000000
stop,VSM,2,0.500000,0.208333,0.294118,0.193179,1.000000,0.641644,24.000000
stop,VSM,3,0.600000,0.750000,0.666667,0.628698,1.000000,0.772231,8.000000
stop,VSM,4,0.100000,0.500000,0.166667,0.590909,1.000000,0.613147,2.000000
stop,VSM,5,0.100000,0.250000,0.142857,0.137767,0.166667,0.196034,4.000000
stop,VSM,6,0.100000,0.250000,0.142857,0.085413,0.250000,0.110573,4.000000
stop,VSM,7,0.200000,0.400000,0.266667,0.138383,0.250000,0.195553,5.000000
stop,VSM,8,0.100000,0.090909,0.095238,0.071970,0.125000,0.096547,11.000000
stop,VSM,9,0.300000,1.000000,0.461538,0.700000,1.000000,0.852928,3.000000
stop,VSM,10,0.200000,0.250000,0.222222,0.095798,0.200000,0.201694,8.000000
stop,VSM,11,0.100000,0.142857,0.117647,0.139530,0.500000,0.072014,7.000000
stop,VSM,12,0.200000,0.400000,0.266667,0.244731,0.333333,0.212186,5.000000
stop,VSM,13,0.000000,0.000000,0.000000,0.008600,0.005495,0.000000,4.000000
stop,VSM,14,0.200000,1.000000,0.333333,0.666667,1.000000,0.982424,2.000000
stop,VSM,15,0.200000,1.000000,0.333333,0.833333,1.000000,0.621567,2.000000
stop,VSM,16,0.100000,0.333333,0.153846,0.178852,0.500000,0.182125,3.000000
stop,VSM,17,0.100000,0.500000,0.166667,0.516393,1.000000,0.787155,2.000000
stop,VSM,18,0.100000,0.333333,0.153846,0.140079,0.333333,0.234639,3.000000
stop,VSM,19,0.000000,0.000000,0.000000,0.015882,0.025000,0.000000,9.000000
stop,VSM,20,0.500000,0.555556,0.526316,0.505159,0.500000,0.486746,9.000000
stop,VSM,21,0.200000,0.500000,0.285714,0.158239,0.333333,0.393392,4.000000
stop,VSM,22,0.000000,0.000000,0.000000,0.001859,0.001859,0.000000,1.000000
stop,VSM,23,0.300000,0.093750,0.142857,0.148749,0.500000,0.311708,32.000000
stop,VSM,24,0.200000,0.666667,0.307692,0.557887,1.000000,0.812913,3.000000
stop,VSM,25,0.400000,0.444444,0.421053,0.495828,1.000000,0.424850,9.000000
stop,VSM,26,0.200000,0.333333,0.250000,0.161998,0.250000,0.326236,6.000000
stop,VSM,27,0.100000,0.333333,0.153846,0.112670,0.142857,0.224515,3.000000
stop,VSM,28,0.000000,0.000000,0.000000,0.002359,0.002268,0.000000,2.000000
stop,VSM,29,0.500000,0.555556,0.526316,0.515950,1.000000,0.554754,9.000000
stop,VSM,30,0.100000,0.142857,0.117647,0.059943,0.111111,0.048111,7.000000
stop,VSM,31,0.000000,0.000000,0.000000,0.001030,0.001030,0.000000,1.000000
stop,VSM,32,0.100000,0.166667,0.125000,0.039027,0.111111,0.024222,6.000000
stop,VSM,33,0.300000,1.000000,0.461538,0.588889,0.500000,0.700870,3.000000
stop,VSM,34,0.100000,0.166667,0.125000,0.131994,0.125000,0.043187,6.000000
stop,VSM,35,0.000000,0.000000,0.000000,0.032010,0.045455,0.000000,3.000000
stop,VSM,36,0.000000,0.000000,0.000000,0.027008,0.050000,0.000000,2.000000
stop,VSM,37,0.100000,0.111111,0.105263,0.143366,0.142857,0.051848,9.000000
stop,VSM,38,0.000000,0.000000,0.000000,0.034165,0.050000,0.000000,10.000000
stop,VSM,39,0.200000,0.153846,0.173913,0.185435,1.000000,0.109144,13.000000
stop,VSM,40,0.000000,0.000000,0.000000,0.028269,0.027778,0.000000,12.000000
stop,VSM,41,0.300000,1.000000,0.461538,0.809524,1.000000,0.873142,3.000000
stop,VSM,42,0.200000,0.400000,0.266667,0.118842,0.166667,0.271452,5.000000
stop,VSM,43,0.400000,0.666667,0.500000,0.464594,1.000000,0.762128,6.000000
stop,VSM,44,0.000000,0.000000,0.000000,0.002649,0.001466,0.000000,3.000000
stop,VSM,45,0.100000,0.083333,0.090909,0.131268,0.500000,0.219134,12.000000
stop,VSM,46,0.300000,0.200000,0.240000,0.288477,1.000000,0.483503,15.000000
stop,VSM,47,0.400000,0.285714,0.333333,0.253240,0.333333,0.309825,14.000000
stop,VSM,48,0.200000,0.181818,0.190476,0.191827,1.000000,0.268505,11.000000
stop,VSM,49,0.100000,0.500000,0.166667,0.285714,0.500000,0.521296,2.000000
stop,VSM,50,0.100000,0.166667,0.125000,0.069088,0.333333,0.267375,6.000000
stop,VSM,51,0.400000,0.400000,0.400000,0.386069,1.000000,0.248967,10.000000
stop,VSM,52,0.300000,0.750000,0.428571,0.570076,0.500000,0.465601,4.000000
stop,VSM,53,0.300000,0.300000,0.300000,0.280951,1.000000,0.220327,10.000000
stop,VSM,54,0.100000,0.111111,0.105263,0.073811,0.125000,0.142188,9.000000
stop,VSM,55,0.300000,0.300000,0.300000,0.220777,1.000000,0.336997,10.000000
stop,VSM,56,0.000000,0.000000,0.000000,0.093989,0.083333,0.000000,10.000000
stop,VSM,57,0.100000,0.071429,0.083333,0.068840,0.111111,0.154185,14.000000
stop,VSM,58,0.200000,0.222222,0.210526,0.115640,0.200000,0.273142,9.000000
stop,VSM,59,0.100000,0.250000,0.142857,0.092739,0.250000,0.110573,4.000000
stop,VSM,60,0.200000,0.400000,0.266667,0.459010,1.000000,0.312212,5.000000
stop,VSM,61,0.200000,0.400000,0.266667,0.200367,0.333333,0.319317,5.000000
stop,VSM,62,0.000000,0.000000,0.000000,0.028984,0.062500,0.000000,5.000000
stop,VSM,63,0.000000,0.000000,0.000000,0.007916,0.005587,0.000000,3.000000
stop,VSM,64,0.100000,0.500000,0.166667,0.590909,1.000000,0.772538,2.000000
stop,VSM,65,0.500000,0.333333,0.400000,0.313823,1.000000,0.505596,15.000000
stop,VSM,66,0.200000,0.400000,0.266667,0.170132,0.333333,0.389968,5.000000
stop,VSM,67,0.600000,0.428571,0.500000,0.581973,1.000000,0.622308,14.000000
stop,VSM,68,0.200000,0.400000,0.266667,0.123624,0.333333,0.339982,5.000000
stop,VSM,69,0.000000,0.000000,0.000000,0.023273,0.019608,0.000000,5.000000
stop,VSM,70,0.000000,0.000000,0.000000,0.052724,0.047619,0.000000,10.000000
stop,VSM,71,0.000000,0.000000,0.000000,0.037056,0.050000,0.000000,8.000000
stop,VSM,72,0.000000,0.000000,0.000000,0.037327,0.066667,0.000000,17.000000
stop,VSM,73,0.500000,0.250000,0.333333,0.298556,1.000000,0.563380,20.000000
stop,VSM,74,0.000000,0.000000,0.000000,0.059351,0.062500,0.000000,6.000000
stop,VSM,75,0.100000,0.200000,0.133333,0.136809,0.500000,0.147352,5.000000
stop,VSM,76,0.100000,0.142857,0.117647,0.108560,0.500000,0.108546,7.000000
stop,VSM,77,0.200000,0.333333,0.250000,0.417860,1.000000,0.160929,6.000000
stop,VSM,78,0.300000,1.000000,0.461538,0.588889,0.500000,0.587018,3.000000
stop,VSM,79,0.100000,0.200000,0.133333,0.088903,0.250000,0.208046,5.000000
stop,VSM,80,0.000000,0.000000,0.000000,0.023931,0.032258,0.000000,4.000000
stop,VSM,81,0.100000,0.500000,0.166667,0.121324,0.125000,0.302731,2.000000
stop,VSM,82,0.300000,0.600000,0.400000,0.500471,1.000000,0.634380,5.000000
stop,VSM,83,0.100000,0.250000,0.142857,0.068898,0.200000,0.151020,4.000000
stop,VSM,84,0.200000,0.181818,0.190476,0.097650,0.111111,0.093300,11.000000
stop,VSM,85,0.100000,0.250000,0.142857,0.075138,0.250000,0.058177,4.000000
stop,VSM,86,0.200000,1.000000,0.333333,0.500000,0.500000,0.650921,2.000000
stop,VSM,87,0.000000,0.000000,0.000000,0.007774,0.008000,0.000000,8.000000
stop,VSM,88,0.400000,0.666667,0.500000,0.679976,1.000000,0.448904,6.000000
stop,VSM,89,0.200000,0.333333,0.250000,0.282977,1.000000,0.558343,6.000000
stop,VSM,90,0.400000,0.307692,0.347826,0.236202,0.500000,0.161666,13.000000
stop,VSM,91,0.100000,0.111111,0.105263,0.150366,0.166667,0.143404,9.000000
stop,VSM,92,0.700000,0.538462,0.608696,0.558859,1.000000,0.314639,13.000000
stop,VSM,93,0.100000,1.000000,0.181818,0.500000,0.500000,0.630930,1.000000
stop,VSM,94,0.500000,0.416667,0.454545,0.483761,1.000000,0.296951,12.000000
stop,VSM,95,0.100000,0.500000,0.166667,0.201923,0.250000,0.027553,2.000000
stop,VSM,96,0.500000,0.384615,0.434783,0.335042,0.500000,0.263801,13.000000
stop,VSM,97,0.200000,0.200000,0.200000,0.147077,1.000000,0.283954,10.000000
stop,VSM,98,0.000000,0.000000,0.000000,0.011613,0.021739,0.000000,5.000000
stop,VSM,99,0.200000,0.500000,0.285714,0.253318,0.500000,0.386045,4.000000
stop,VSM,100,0.300000,0.333333,0.315789,0.194211,0.333333,0.322375,9.000000
stop,VSM,101,0.500000,0.833333,0.625000,0.517183,0.500000,0.612901,6.000000
stop,VSM,102,0.200000,0.500000,0.285714,0.350652,1.000000,0.352058,4.000000
stop,VSM,103,0.000000,0.000000,0.000000,0.042694,0.083333,0.000000,2.000000
stop,VSM,104,0.300000,0.600000,0.400000,0.206902,0.250000,0.364919,5.000000
stop,VSM,105,0.200000,0.400000,0.266667,0.381046,1.000000,0.707291,5.000000
stop,VSM,106,0.100000,0.200000,0.133333,0.114226,0.100000,0.077357,5.000000
stop,VSM,107,0.200000,0.285714,0.235294,0.352760,1.000000,0.354369,7.000000
stop,VSM,108,0.600000,0.857143,0.705882,0.874542,1.000000,0.726780,7.000000
stop,VSM,109,0.000000,0.000000,0.000000,0.022944,0.038462,0.000000,5.000000
stop,VSM,110,0.000000,0.000000,0.000000,0.016265,0.015152,0.000000,4.000000
stop,VSM,111,0.400000,0.571429,0.470588,0.273315,0.200000,0.350829,7.000000
stop,VSM,112,0.100000,0.500000,0.166667,0.196970,0.333333,0.137706,2.000000
stop,VSM,113,0.200000,0.500000,0.285714,0.516034,1.000000,0.636682,4.000000
stop,VSM,114,0.000000,0.000000,0.000000,0.051609,0.090909,0.000000,4.000000
stop,VSM,115,0.000000,0.000000,0.000000,0.017789,0.016949,0.000000,4.000000
stop,VSM,116,0.100000,0.200000,0.133333,0.054964,0.166667,0.053240,5.000000
stop,VSM,117,0.000000,0.000000,0.000000,0.033777,0.025000,0.000000,2.000000
stop,VSM,118,0.100000,0.333333,0.153846,0.122619,0.100000,0.083442,3.000000
stop,VSM,119,0.100000,1.000000,0.181818,0.250000,0.250000,0.430677,1.000000
stop,VSM,120,0.400000,0.444444,0.421053,0.387571,0.500000,0.514443,9.000000
stop,VSM,121,0.400000,0.571429,0.470588,0.475992,1.000000,0.458128,7.000000
stop,VSM,122,0.300000,0.333333,0.315789,0.271736,0.333333,0.199065,9.000000
stop,VSM,123,0.000000,0.000000,0.000000,0.044231,0.050000,0.000000,2.000000
stop,VSM,124,0.000000,0.000000,0.000000,0.004648,0.007407,0.000000,4.000000
stop,VSM,125,0.200000,0.117647,0.148148,0.149182,0.166667,0.171351,17.000000
stop,VSM,126,0.200000,0.250000,0.222222,0.223811,1.000000,0.571145,8.000000
stop,VSM,127,0.100000,0.200000,0.133333,0.063280,0.250000,0.094075,5.000000
stop,VSM,128,0.000000,0.000000,0.000000,0.012607,0.014286,0.000000,2.000000
stop,VSM,129,0.400000,0.571429,0.470588,0.464986,0.500000,0.543526,7.000000
stop,VSM,130,0.300000,0.600000,0.400000,0.412953,1.000000,0.498175,5.000000
stop,VSM,131,0.200000,0.250000,0.222222,0.250566,0.250000,0.218661,8.000000
stop,VSM,132,0.700000,0.466667,0.560000,0.628910,0.500000,0.519914,15.000000
stop,VSM,133,0.100000,0.142857,0.117647,0.221079,0.142857,0.197746,7.000000
stop,VSM,134,0.000000,0.000000,0.000000,0.058292,0.047619,0.000000,2.000000
stop,VSM,135,0.300000,0.375000,0.333333,0.468140,1.000000,0.099650,8.000000
stop,VSM,136,0.100000,0.333333,0.153846,0.227816,0.500000,0.586696,3.000000
stop,VSM,137,0.200000,0.500000,0.285714,0.163214,0.250000,0.196154,4.000000
stop,VSM,138,0.000000,0.000000,0.000000,0.045904,0.083333,0.000000,2.000000
stop,VSM,139,0.000000,0.000000,0.000000,0.006859,0.003774,0.000000,4.000000
stop,VSM,140,0.100000,0.166667,0.125000,0.117094,0.500000,0.298343,6.000000
stop,VSM,141,0.200000,0.333333,0.250000,0.260083,1.000000,0.526786,6.000000
stop,VSM,142,0.000000,0.000000,0.000000,0.001664,0.001664,0.000000,1.000000
stop,VSM,143,0.100000,0.500000,0.166667,0.116667,0.166667,0.218407,2.000000
stop,VSM,144,0.500000,0.833333,0.625000,0.751923,1.000000,0.817999,6.000000
stop,VSM,145,0.400000,0.571429,0.470588,0.491870,1.000000,0.596411,7.000000
stop,VSM,146,0.200000,1.000000,0.333333,0.611111,1.000000,0.444891,2.000000
stop,VSM,147,0.300000,0.300000,0.300000,0.301072,1.000000,0.431015,10.000000
stop,VSM,148,0.300000,0.500000,0.375000,0.440148,1.000000,0.668174,6.000000
stop,VSM,149,0.400000,0.363636,0.380952,0.353043,1.000000,0.457675,11.000000
stop,VSM,150,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
stop,VSM,151,0.000000,0.000000,0.000000,0.017661,0.015873,0.000000,5.000000
stop,VSM,152,0.100000,0.166667,0.125000,0.096399,0.500000,0.446379,6.000000
stop,VSM,153,0.400000,0.571429,0.470588,0.255596,0.333333,0.352392,7.000000
stop,VSM,154,0.200000,1.000000,0.333333,0.392857,0.500000,0.475230,2.000000
stop,VSM,155,0.300000,0.500000,0.375000,0.438043,1.000000,0.267179,6.000000
stop,VSM,156,0.600000,0.428571,0.500000,0.501672,1.000000,0.326746,14.000000
stop,VSM,157,0.500000,0.128205,0.204082,0.279247,0.333333,0.315426,39.000000
stop,VSM,158,0.200000,0.250000,0.222222,0.247027,1.000000,0.497916,8.000000
stop,VSM,159,0.000000,0.000000,0.000000,0.039488,0.083333,0.000000,8.000000
stop,VSM,160,0.100000,0.200000,0.133333,0.060998,0.166667,0.148207,5.000000
stop,VSM,161,0.300000,0.500000,0.375000,0.431604,1.000000,0.787388,6.000000
stop,VSM,162,0.300000,0.375000,0.333333,0.276849,1.000000,0.233792,8.000000
stop,VSM,163,0.200000,0.666667,0.307692,0.225287,0.250000,0.383649,3.000000
stop,VSM,164,0.300000,0.375000,0.333333,0.322511,0.500000,0.435849,8.000000
stop,VSM,165,0.200000,1.000000,0.333333,0.375000,0.500000,0.580279,2.000000
stop,VSM,166,0.000000,0.000000,0.000000,0.018265,0.043478,0.000000,8.000000
stop,VSM,167,0.100000,0.500000,0.166667,0.105978,0.125000,0.248320,2.000000
stop,VSM,168,0.100000,0.500000,0.166667,0.126259,0.250000,0.264068,2.000000
stop,VSM,169,0.200000,0.500000,0.285714,0.170805,0.250000,0.319147,4.000000
stop,VSM,170,0.500000,0.833333,0.625000,0.709609,1.000000,0.782524,6.000000
stop,VSM,171,0.300000,1.000000,0.461538,0.488889,0.500000,0.691117,3.000000
stop,VSM,172,0.400000,1.000000,0.571429,0.747024,1.000000,0.879079,4.000000
stop,VSM,173,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
stop,VSM,174,0.000000,0.000000,0.000000,0.041023,0.066667,0.000000,5.000000
stop,VSM,175,0.100000,0.200000,0.133333,0.066201,0.250000,0.173569,5.000000
stop,VSM,176,0.100000,0.142857,0.117647,0.066920,0.125000,0.115452,7.000000
stop,VSM,177,0.300000,0.600000,0.400000,0.553333,1.000000,0.460605,5.000000
stop,VSM,178,0.200000,0.500000,0.285714,0.512121,1.000000,0.925746,4.000000
stop,VSM,179,0.200000,0.500000,0.285714,0.169115,0.250000,0.319147,4.000000
stop,VSM,180,0.400000,0.571429,0.470588,0.527110,1.000000,0.386698,7.000000
stop,VSM,181,0.100000,0.200000,0.133333,0.104921,0.250000,0.074387,5.000000
stop,VSM,182,0.200000,1.000000,0.333333,0.416667,0.500000,0.623495,2.000000
stop,VSM,183,0.700000,0.538462,0.608696,0.592488,1.000000,0.635185,13.000000
stop,VSM,184,0.200000,0.285714,0.235294,0.183836,0.500000,0.226739,7.000000
stop,VSM,185,0.600000,0.666667,0.631579,0.721903,1.000000,0.702925,9.000000
stop,VSM,186,0.400000,0.250000,0.307692,0.192051,1.000000,0.453064,16.000000
stop,VSM,187,0.200000,0.333333,0.250000,0.165568,0.333333,0.279150,6.000000
stop,VSM,188,0.400000,0.363636,0.380952,0.326863,1.000000,0.525587,11.000000
stop,VSM,189,0.000000,0.000000,0.000000,0.068568,0.076923,0.000000,9.000000
stop,VSM,190,0.300000,0.600000,0.400000,0.665966,1.000000,0.622165,5.000000
stop,VSM,191,0.400000,0.307692,0.347826,0.380538,0.500000,0.110571,13.000000
stop,VSM,192,0.200000,0.500000,0.285714,0.209619,0.333333,0.318341,4.000000
stop,VSM,193,0.700000,0.777778,0.736842,0.709665,1.000000,0.568441,9.000000
stop,VSM,194,0.200000,0.333333,0.250000,0.175800,0.333333,0.094268,6.000000
